task_id,family_code,family,task,base_hours,department,hourly_rate,price,labor_taxable_default,family_tax_rule,tags,epass_code_stems,source_rows,hours_vary_by_brand,review_flag
DW-007,DW,Dishwasher,Door Replacement (Inner),0.75,appliance,130,97.5,N,N,,DW406,1,no,
DW-008,DW,Dishwasher,Door Seal Replacement,0.5,appliance,130,65.0,N,N,,DW407,1,no,
DW-009,DW,Dishwasher,Door Spring Tension/Balance Adjustment (Front Accessible),0.25,appliance,130,32.5,N,N,,DW408,1,no,
DW-010,DW,Dishwasher,Door Spring Tension/Balance Adjustment (Unit Removed For Access),0.5,appliance,130,65.0,N,N,,DW409,1,no,
DW-011,DW,Dishwasher,Door Spring/Balance Kit Replacement,1.0,appliance,130,130.0,N,N,,DW410,1,no,
DW-012,DW,Dishwasher,Door Switch Replacement,0.75,appliance,130,97.5,N,N,,DW411,1,no,
DW-013,DW,Dishwasher,Drain Hose Replacement,0.75,appliance,130,97.5,N,N,,DW412,1,yes,hours varied by brand in old book
DW-014,DW,Dishwasher,Drain Pump Replacement,1.5,appliance,130,195.0,N,N,,DW413,1,no,
DW-015,DW,Dishwasher,Drying Fan Motor/Blade Replacement,1.0,appliance,130,130.0,N,N,,DW414,1,no,
DW-016,DW,Dishwasher,Electrical Disconnect was Turned Off (Light Switch),0.15,appliance,130,19.5,N,N,,DW415,1,no,
DW-017,DW,Dishwasher,Float Switch Replacement,0.75,appliance,130,97.5,N,N,,DW417,1,no,
DW-018,DW,Dishwasher,Flow Meter Replacement,1.0,appliance,130,130.0,N,N,,DW418,1,no,
DW-019,DW,Dishwasher,Heating Element Replacement,1.0,appliance,130,130.0,N,N,,DW419,1,no,
DW-020,DW,Dishwasher,No Water at Supply,0.25,appliance,130,32.5,N,N,,DW423,1,no,
DW-021,DW,Dishwasher,Pressure Switch Replacement,1.0,appliance,130,130.0,N,N,,DW425,1,no,
DW-022,DW,Dishwasher,Pump and/or Motor Assembly Replacement,2.0,appliance,130,260.0,N,N,,DW426,1,no,
DW-023,DW,Dishwasher,Rack or Rack Component Replacement,0.5,appliance,130,65.0,N,N,,DW427,1,no,
DW-024,DW,Dishwasher,Reinstallation of Unit,0.75,appliance,130,97.5,N,N,,DW428,1,no,
DW-025,DW,Dishwasher,Salt Reservoir Replacement,2.0,appliance,130,260.0,N,N,,DW429,1,no,
DW-026,DW,Dishwasher,Tub/Tank Replacement,3.0,appliance,130,390.0,N,N,,DW430,1,no,
DW-027,DW,Dishwasher,Turbidity Sensor Replacement,1.0,appliance,130,130.0,N,N,,DW431,1,no,
DW-028,DW,Dishwasher,Wash Arm/Water Feed Tube Clean/Replace,0.5,appliance,130,65.0,N,N,,DW432,1,no,
DW-029,DW,Dishwasher,Water Intake Assembly Replacement,2.0,appliance,130,260.0,N,N,,DW433,1,no,
DW-030,DW,Dishwasher,Water Supply Line Replacement,0.5,appliance,130,65.0,N,N,,DW434,1,no,
DW-031,DW,Dishwasher,Water Valve Replacement,0.75,appliance,130,97.5,N,N,,DW435,1,no,
GR-001,GR,Grill,Battery Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,GR400,1,no,
GR-002,GR,Grill,Burner Assembly Replacement - Infrared,1.0,appliance,130,130.0,by_install_type,by_install_type,,GR401,1,no,
GR-003,GR,Grill,Burner Grate(s)/Cap(s) Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,GR402,1,no,
GR-004,GR,Grill,Burner Ignition Component Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,GR403,1,no,
GR-005,GR,Grill,Burner Valve Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,GR404,1,no,
GR-006,GR,Grill,Burner(s) Adjustment,0.25,appliance,130,32.5,by_install_type,by_install_type,,GR405,1,no,
GR-007,GR,Grill,Burner(s) Assembly Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,GR406,1,no,
GR-008,GR,Grill,Gas Supply Flex Line Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,GR408,1,no,
GR-009,GR,Grill,Griddle/Grill Grate Component Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,GR409,1,no,
GR-010,GR,Grill,Igniter (HSI) Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,GR410,1,no,
GR-011,GR,Grill,Lava Rock/Ceramic Heat Deflector Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,GR411,1,no,
GR-012,GR,Grill,Locate and Repair Gas Leak Locate and Repair (Difficult Access),1.0,appliance,130,130.0,by_install_type,by_install_type,,GR413,1,no,
GR-013,GR,Grill,Locate and Repair Gas Leak Locate and Repair (Readily Accessible),0.5,appliance,130,65.0,by_install_type,by_install_type,,GR414,1,no,
GR-014,GR,Grill,Orifice(s) Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,GR415,1,no,
GR-015,GR,Grill,Outdoor Grill Cleaning (In Place),2.0,appliance,130,260.0,by_install_type,by_install_type,,GR416,1,no,
GR-016,GR,Grill,Outdoor Grill Cleaning (Removed from Installation),3.0,appliance,130,390.0,by_install_type,by_install_type,,GR417,1,no,
GR-017,GR,Grill,Regulator Replacement (Difficult Access),1.5,appliance,130,195.0,by_install_type,by_install_type,,GR419,1,no,
GR-018,GR,Grill,Regulator Replacement (Standard Access),0.75,appliance,130,97.5,by_install_type,by_install_type,standard,GR420,1,no,pro/standard pair — consider one task + pro tag
GR-019,GR,Grill,Safety Valve Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,GR421,1,no,
GR-020,GR,Grill,Solenoid Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,GR422,1,no,
GR-021,GR,Grill,Switch Assembly Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,GR423,1,no,
GR-022,GR,Grill,Thermocouple Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,GR424,1,no,
ID-001,ID,(unknown ID),Address Noise Complaint - Indoor Unit,0.4,appliance,130,52.0,Y,Y,,ID100,1,no,family code unidentified
ID-002,ID,(unknown ID),Armaflex Replacement Where Accessible - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID101,1,no,family code unidentified
ID-003,ID,(unknown ID),Blower Wheel Replacement Indoor Unit,2.5,appliance,130,325.0,Y,Y,,ID102,1,no,family code unidentified
ID-004,ID,(unknown ID),Capacitor (Run) Replacement Indoor Unit,0.75,appliance,130,97.5,Y,Y,,ID103,1,no,family code unidentified
ID-005,ID,(unknown ID),Circuit Breaker Reset - Indoor Unit,0.24642857142857144,appliance,130,32.04,Y,Y,,ID104,1,no,family code unidentified
ID-006,ID,(unknown ID),"Coil Cleaning - Indoor Unit (Attic Application), In Place Cleaning",3.0,appliance,130,390.0,Y,Y,,ID106,1,no,family code unidentified
ID-007,ID,(unknown ID),"Coil Cleaning - Indoor Unit (Closet Application), In Place Cleaning",2.0,appliance,130,260.0,Y,Y,,ID107,1,no,family code unidentified
ID-008,ID,(unknown ID),Coil Cleaning - Indoor Unit - In Place with No Return Duct,1.5,appliance,130,195.0,Y,Y,,ID105,1,no,family code unidentified
ID-009,ID,(unknown ID),"Coil Replacement - Indoor Unit (Attic Application), Remove Coil, May Require Refrigerant Removal",6.0,appliance,130,780.0,Y,Y,,ID109,1,no,family code unidentified
ID-010,ID,(unknown ID),"Coil Replacement - Indoor Unit (Closet Application), Remove Coil, May Require Refrigerant Removal",5.0,appliance,130,650.0,Y,Y,,ID108,1,no,family code unidentified
ID-011,ID,(unknown ID),Defrost Control Replacement - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID110,1,no,family code unidentified
ID-012,ID,(unknown ID),Drain Pan Replacement (Primary) - Indoor Unit,4.0,appliance,130,520.0,Y,Y,,ID111,1,no,family code unidentified
ID-013,ID,(unknown ID),Electrical Disconnect Replacement - Indoor Unit,1.5,appliance,130,195.0,Y,Y,,ID112,1,no,family code unidentified
ID-014,ID,(unknown ID),Gas Burner(s) Flame Adjustment - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID113,1,no,family code unidentified
ID-015,ID,(unknown ID),Gas Burner(s) Replacement - Indoor Unit,2.0,appliance,130,260.0,Y,Y,,ID114,1,no,family code unidentified
ID-016,ID,(unknown ID),Gas Valve Replacement - Indoor Unit,2.0,appliance,130,260.0,Y,Y,,ID115,1,no,family code unidentified
ID-017,ID,(unknown ID),Heat Strip (Assembly) Replacement - Indoor Unit,2.0,appliance,130,260.0,Y,Y,,ID116,1,no,family code unidentified
ID-018,ID,(unknown ID),Heat Strip (Per Strip) Restring Kit Per Strip - Indoor Unit,2.0,appliance,130,260.0,Y,Y,,ID117,1,no,family code unidentified
ID-019,ID,(unknown ID),Hi-Limit/Thermal Cutout Replacement - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID118,1,no,family code unidentified
ID-020,ID,(unknown ID),Igniter/Hot Surface Ignition Replacement - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID119,1,no,family code unidentified
ID-021,ID,(unknown ID),Low Voltage Fuse Replacement - Indoor Unit,0.5,appliance,130,65.0,Y,Y,,ID120|ID121,1,no,family code unidentified
ID-022,ID,(unknown ID),Motor Mount Replacement - Indoor Unit,2.0,appliance,130,260.0,Y,Y,,ID122,1,no,family code unidentified
ID-023,ID,(unknown ID),Motor Replacement Standard - Indoor Unit - Includes Capacitor,2.25,appliance,130,292.5,Y,Y,standard,ID123,1,no,family code unidentified; pro/standard pair — consider one task + pro tag
ID-024,ID,(unknown ID),Motor Replacement Variable Speed - Indoor Unit,2.25,appliance,130,292.5,Y,Y,,ID124,1,no,family code unidentified
ID-025,ID,(unknown ID),Refrigerant Leak Repair Indoor Coil (Attic Unit),3.5,appliance,130,455.0,Y,Y,,ID125,1,no,family code unidentified
ID-026,ID,(unknown ID),Refrigerant Leak Repair Indoor Coil (Closet Unit),2.5,appliance,130,325.0,Y,Y,,ID126,1,no,family code unidentified
ID-027,ID,(unknown ID),Relay/Control/Sequencer/Contactor Replacement - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID127,1,no,family code unidentified
ID-028,ID,(unknown ID),Repair Burnt Wire(s) or Loose Connection - Indoor Unit,0.75,appliance,130,97.5,Y,Y,,ID128,1,no,family code unidentified
ID-029,ID,(unknown ID),Safety Drain Kill Switch Replacement,1.0,appliance,130,130.0,Y,Y,,ID129,1,no,family code unidentified
ID-030,ID,(unknown ID),Safety Drain Pan Replacement,2.5,appliance,130,325.0,Y,Y,,ID130,1,no,family code unidentified
ID-031,ID,(unknown ID),Sensor/Thermistor Replacement - Indoor Unit,1.0,appliance,130,130.0,Y,Y,,ID131,1,no,family code unidentified
ID-032,ID,(unknown ID),Set Control Dip Switches - Indoor Unit,0.75,appliance,130,97.5,Y,Y,,ID132,1,no,family code unidentified
ID-033,ID,(unknown ID),Stepper Motor Replacement for Electronic Expansion Valve,1.5,appliance,130,195.0,Y,Y,,ID133,1,no,family code unidentified
ID-034,ID,(unknown ID),Thermal Fuse Replacement - Indoor Unit,0.6,appliance,130,78.0,Y,Y,,ID134,1,no,family code unidentified
ID-035,ID,(unknown ID),Thermostatic/Electronic Expansion Valve Replacement,5.0,appliance,130,650.0,Y,Y,,ID135,1,no,family code unidentified
IM-001,IM,Ice Maker,Circulation Pump Replacement,1.0,appliance,130,130.0,N,N,,IM400,1,no,
IM-002,IM,Ice Maker,Cleaning & Maintenance (Cleaning Solution Only) - No Disassembly Included,0.25,appliance,130,32.5,N,N,,IM402,1,no,
IM-003,IM,Ice Maker,Cleaning & Maintenance - Complete cleaning including disassembly of water circulation components to allow for access. Reassembly of all components. Run clean cycle with cleaning solution.,1.5,appliance,130,195.0,N,N,,IM401,1,no,
IM-004,IM,Ice Maker,Clear Debris From Drain Hose,0.75,appliance,130,97.5,N,N,,IM403,1,no,
IM-005,IM,Ice Maker,Condensate Pump Filter Screen Cleaning,1.5,appliance,130,195.0,N,N,,IM404,1,no,
IM-006,IM,Ice Maker,Condenser Fan Motor / Blade Replacement,1.5,appliance,130,195.0,N,N,,IM405,1,no,
IM-007,IM,Ice Maker,Cutter Grid Replacement,0.75,appliance,130,97.5,N,N,,IM406,1,no,
IM-008,IM,Ice Maker,Descale (Cleaning Solution Only) - No Disassembly Included,0.25,appliance,130,32.5,N,N,,IM402,1,no,
IM-009,IM,Ice Maker,Door Adjustment,0.25,appliance,130,32.5,N,N,,IM407,1,no,
IM-010,IM,Ice Maker,Door Gasket Replacement,0.5,appliance,130,65.0,N,N,,IM408,1,no,
IM-011,IM,Ice Maker,Door Replacement,0.75,appliance,130,97.5,N,N,,IM409,1,no,
IM-012,IM,Ice Maker,Drain Hose Replacement,0.75,appliance,130,97.5,N,N,,IM410,1,no,
IM-013,IM,Ice Maker,Drain Pump Complete or Component Replacement,1.0,appliance,130,130.0,N,N,,IM411,1,no,
IM-014,IM,Ice Maker,Drain Pump Replacement (Rear Access),1.25,appliance,130,162.5,N,N,,IM412,1,no,
IM-015,IM,Ice Maker,Electronic Control/ Module/ Pad Replacement,1.0,appliance,130,130.0,N,N,,IM413,1,no,
IM-016,IM,Ice Maker,Evaporator Fan Motor / Blade Replacement,1.0,appliance,130,130.0,N,N,,IM414,1,yes,hours varied by brand in old book
IM-017,IM,Ice Maker,Fan/ Light Switch Replacement,0.5,appliance,130,65.0,N,N,,IM415,1,no,
IM-018,IM,Ice Maker,Hot Gas Valve Electrical Coil Replacement,0.75,appliance,130,97.5,N,N,,IM416,1,no,
IM-019,IM,Ice Maker,Ice Thickness Control Replacement,1.0,appliance,130,130.0,N,N,,IM417,1,no,
IM-020,IM,Ice Maker,Recover Refrigerant,0.25,appliance,130,32.5,N,N,,IM420,1,no,
IM-021,IM,Ice Maker,Relay/ Start Device Replacement,1.0,appliance,130,130.0,N,N,,IM421,1,no,
IM-022,IM,Ice Maker,Sealed System - Coil Replacement - Condenser,3.0,appliance,130,390.0,N,N,sealed-system,IM500,1,no,
IM-023,IM,Ice Maker,Sealed System - Coil Replacement - Evaporator,3.0,appliance,130,390.0,N,N,sealed-system,IM501,1,no,
IM-024,IM,Ice Maker,Sealed System - Compressor/Filter Drier Replacement,3.0,appliance,130,390.0,N,N,sealed-system,IM502,1,no,
IM-025,IM,Ice Maker,Sealed System - Filter Drier Replacement,2.0,appliance,130,260.0,N,N,sealed-system,IM503,1,no,
IM-026,IM,Ice Maker,Sealed System - Heat Exchanger/Filter Drier Replacement,3.0,appliance,130,390.0,N,N,sealed-system,IM504,1,no,
IM-027,IM,Ice Maker,Sealed System - Hot Gas Valve/Filter Drier Replacement,2.0,appliance,130,260.0,N,N,sealed-system,IM505,1,no,
IM-028,IM,Ice Maker,"Sealed System - Repair Refrigerant Leak, Replace Filter Drier If Needed. Includes materials & supplies necessary to braze new components in place. Includes system evacuation & charging. Refrigerant not included.",2.0,appliance,130,260.0,N,N,sealed-system,IM506,1,no,
IM-029,IM,Ice Maker,"Sealed System 1-Replace Compressor, Evaporator, & Filter Drier",3.5,appliance,130,455.0,N,N,sealed-system,IM507,1,no,
IM-030,IM,Ice Maker,"Sealed System 2 - Compressor, Evaporator, Condenser, Heat Exchanger, and Filter Drier",4.5,appliance,130,585.0,N,N,sealed-system,IM508,1,no,
IM-031,IM,Ice Maker,Sensor Replacement - Bin Level,0.5,appliance,130,65.0,N,N,,IM422,1,no,
IM-032,IM,Ice Maker,Sensor Replacement - Water Level,0.5,appliance,130,65.0,N,N,,IM423,1,no,
IM-033,IM,Ice Maker,Sensor/Thermistor Replacement,0.5,appliance,130,65.0,N,N,,IM424,1,no,
IM-034,IM,Ice Maker,Technician Install of Ice Maker,0.25,appliance,130,32.5,N,N,,IM613,1,no,
IM-035,IM,Ice Maker,Water Filter Replacement,0.25,appliance,130,32.5,N,N,,IM426,1,no,
IM-036,IM,Ice Maker,Water Line Replacement,0.75,appliance,130,97.5,N,N,,IM427,1,no,
IM-037,IM,Ice Maker,Water Valve Replacement,0.75,appliance,130,97.5,N,N,,IM428,1,no,
INSHP-001,INSHP,In Shop,In Shop Repairs,0.25,in_shop,130,32.5,Y,Y,,INSHP,1,yes,hours varied by brand in old book
MS-001,MS,Misc,Miscellaneous Labor,0.25,appliance,130,32.5,by_install_type,by_install_type,,MS1,1,no,
MW-001,MW,Microwave,Bake Element Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW400,1,no,
MW-002,MW,Microwave,Broil Element Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW401,1,no,
MW-003,MW,Microwave,Capacitor Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,MW402,1,no,
MW-004,MW,Microwave,Convect Element Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW403,1,no,
MW-005,MW,Microwave,Convect Fan Motor/Blade Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,MW404,1,no,
MW-006,MW,Microwave,Cook/Humidity Sensor Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW405,1,no,
MW-007,MW,Microwave,Cooling Fan Motor/Blade Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW406,1,no,
MW-008,MW,Microwave,Door Component Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,MW407,1,no,
MW-009,MW,Microwave,Hi-Voltage Diode Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,MW409,1,no,
MW-010,MW,Microwave,Interlock Switch Replacement/Adjustment,1.0,appliance,130,130.0,by_install_type,by_install_type,,MW410,1,no,
MW-011,MW,Microwave,Magnetron Tube Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW412,1,no,
MW-012,MW,Microwave,Probe Jack Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW414,1,no,
MW-013,MW,Microwave,Quartz Halogen Heating Bulb Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,MW415,1,no,
MW-014,MW,Microwave,Rack Replacement - Oven,0.15,appliance,130,19.5,by_install_type,by_install_type,,MW416,1,no,
MW-015,MW,Microwave,Thermal/Line Fuse Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,MW418,1,no,
MW-016,MW,Microwave,Torsion Spring Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,MW419,1,no,
MW-017,MW,Microwave,Turntable Motor Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,MW421,1,no,
MW-018,MW,Microwave,Ventilation Fan Motor/Blade (OTR) Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,MW422,1,no,
MW-019,MW,Microwave,Waveguide Shield Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,MW423,1,no,
OD-001,OD,(unknown OD),Address Noise Complaint - Outdoor Unit,0.5,appliance,130,65.0,Y,Y,,OD100,1,no,family code unidentified
OD-002,OD,(unknown OD),Armaflex Replacement Where Accessible - Outdoor Unit,0.8,appliance,130,104.0,Y,Y,,OD101,1,no,family code unidentified
OD-003,OD,(unknown OD),Capacitor (Run) Replacement - Outdoor Unit,0.75,appliance,130,97.5,Y,Y,,OD102,1,no,family code unidentified
OD-004,OD,(unknown OD),"Capacitor Start Kit Replacement - Includes Start Capacitor/Relay, Wiring",1.0,appliance,130,130.0,Y,Y,,OD103,1,no,family code unidentified
OD-005,OD,(unknown OD),Circuit Breaker Reset - Outdoor Unit,0.35,appliance,130,45.5,Y,Y,,OD104,1,no,family code unidentified
OD-006,OD,(unknown OD),Coil Repair - Outdoor Unit - Install Coupling Repair Kit,6.0,appliance,130,780.0,Y,Y,,OD105,1,no,family code unidentified
OD-007,OD,(unknown OD),Coil Replacement - Outdoor Unit,7.0,appliance,130,910.0,Y,Y,,OD106,1,no,family code unidentified
OD-008,OD,(unknown OD),Compressor Replacement - Outdoor Unit,7.0,appliance,130,910.0,Y,Y,,OD107,1,no,family code unidentified
OD-009,OD,(unknown OD),Contactor/Relay Replacement - Outdoor Unit,1.0,appliance,130,130.0,Y,Y,,OD108,1,no,family code unidentified
OD-010,OD,(unknown OD),Defrost Control Replacement - Outdoor Unit,1.0,appliance,130,130.0,Y,Y,,OD109,1,no,family code unidentified
OD-011,OD,(unknown OD),Electrical Disconnect Replacement - Outdoor Unit,2.0,appliance,130,260.0,Y,Y,,OD111,1,no,family code unidentified
OD-012,OD,(unknown OD),Electronic Control Replacement - Outdoor Unit,1.0,appliance,130,130.0,Y,Y,,OD110,1,no,family code unidentified
OD-013,OD,(unknown OD),Fan Blade Replacement - Outdoor Unit,1.5,appliance,130,195.0,Y,Y,,OD112,1,no,family code unidentified
OD-014,OD,(unknown OD),Filter Drier Replacement - Outdoor Unit,3.0,appliance,130,390.0,Y,Y,,OD113,1,no,family code unidentified
OD-015,OD,(unknown OD),Low Voltage Fuse Replacement - Outdoor Unit,0.4,appliance,130,52.0,Y,Y,,OD114,1,no,family code unidentified
OD-016,OD,(unknown OD),Motor Replacement - Outdoor Unit -Includes Capacitor,2.5,appliance,130,325.0,Y,Y,,OD115,1,no,family code unidentified
OD-017,OD,(unknown OD),Muffler Replacement - Outdoor Unit,4.0,appliance,130,520.0,Y,Y,,OD116,1,no,family code unidentified
OD-018,OD,(unknown OD),Outdoor Unit Pad Replacement,2.5,appliance,130,325.0,Y,Y,,OD117,1,no,family code unidentified
OD-019,OD,(unknown OD),Refrigerant Leak Repair - Outdoor Unit,3.0,appliance,130,390.0,Y,Y,,OD118,1,no,family code unidentified
OD-020,OD,(unknown OD),Refrigerant Service Valve Replacement - Outdoor Unit,3.0,appliance,130,390.0,Y,Y,,OD119,1,no,family code unidentified
OD-021,OD,(unknown OD),Reversing Valve Coil Replacement - Outdoor Unit,0.8,appliance,130,104.0,Y,Y,,OD120,1,no,family code unidentified
OD-022,OD,(unknown OD),Reversing Valve Replacement - Outdoor Unit,7.0,appliance,130,910.0,Y,Y,,OD121,1,no,family code unidentified
OD-023,OD,(unknown OD),Sensor/Thermistor Replacement - Outdoor Unit,1.0,appliance,130,130.0,Y,Y,,OD122,1,no,family code unidentified
OD-024,OD,(unknown OD),Set Control Dip Switches - Outdoor Unit,0.75,appliance,130,97.5,Y,Y,,OD123,1,no,family code unidentified
OD-025,OD,(unknown OD),Stepper Motor Replacement for Electronic Expansion Valve,1.5,appliance,130,195.0,Y,Y,,OD124,1,no,family code unidentified
OD-026,OD,(unknown OD),Thermal Fuse Replacement - Outdoor Unit,0.6,appliance,130,78.0,Y,Y,,OD125,1,no,family code unidentified
OD-027,OD,(unknown OD),Thermostatic/Electronic Expansion Valve Replacement - Outdoor Unit,5.0,appliance,130,650.0,Y,Y,,OD126,1,no,family code unidentified
OD-028,OD,(unknown OD),Valve Core Replacement - Refrigerant Valve - Outdoor Unit,0.8,appliance,130,104.0,Y,Y,,OD127,1,no,family code unidentified
OD-029,OD,(unknown OD),Variable Speed Drive Replacement - Outdoor Unit,2.0,appliance,130,260.0,Y,Y,,OD128,1,no,family code unidentified
RE-001,RE,Refrigeration,Auger Motor/Cubed-Crushed Solenoid Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE400,1,no,
RE-002,RE,Refrigeration,Clear Debris/Ice From Defrost Drain,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE401,1,no,
RE-003,RE,Refrigeration,Cold Control (Thermostat) Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE402,1,no,
RE-004,RE,Refrigeration,Condensate Drain Pan Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,RE403,1,no,
RE-005,RE,Refrigeration,Condenser Fan Motor/Blade Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE404,1,no,
RE-006,RE,Refrigeration,Damper/Damper Control Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE405,1,no,
RE-007,RE,Refrigeration,Defrost Bimetal Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE406,1,no,
RE-008,RE,Refrigeration,Defrost Evaporator Manually,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE407,1,no,
RE-009,RE,Refrigeration,Defrost Heater/Drain Heater Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE408,1,no,
RE-010,RE,Refrigeration,Defrost Timer/Adaptive Control Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE409,1,no,
RE-011,RE,Refrigeration,Deice Fill Tube Manually,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE410,1,no,
RE-012,RE,Refrigeration,Door Adjustment/Realign,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE412,1,no,
RE-013,RE,Refrigeration,Door Gasket Replacement (Bracketed Retainer Type),1.25,appliance,130,162.5,by_install_type,by_install_type,,RE413,2,no,
RE-014,RE,Refrigeration,Door Gasket Replacement (Push-In Type),0.75,appliance,130,97.5,by_install_type,by_install_type,,RE414,2,no,
RE-015,RE,Refrigeration,Door Replacement,1.5,appliance,130,195.0,by_install_type,by_install_type,,RE411,1,no,
RE-016,RE,Refrigeration,Double/Single Water Valve Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,double single,RE415,1,no,
RE-017,RE,Refrigeration,Evaporator Fan Motor/Blade Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE417,1,no,
RE-018,RE,Refrigeration,Fan/Light Switch Replacement,0.5,appliance,130,65.0,by_install_type,by_install_type,,RE418,1,no,
RE-019,RE,Refrigeration,Ice Maker Kit/Component Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE419,1,no,
RE-020,RE,Refrigeration,Ice Storage Bin Replacement,0.25,appliance,130,32.5,by_install_type,by_install_type,,RE420,1,no,
RE-021,RE,Refrigeration,Ice/Water Dispenser Component Replacement,1.0,appliance,130,130.0,by_install_type,by_install_type,,RE421,1,no,
RE-022,RE,Refrigeration,Level-Adjust Built-in Unit,1.0,appliance,130,130.0,by_install_type,by_install_type,built-in,RE609,1,no,
RE-023,RE,Refrigeration,Level-Adjust Freestanding Unit,0.5,appliance,130,65.0,by_install_type,by_install_type,freestanding,RE610,1,no,
RE-024,RE,Refrigeration,Relay/Start Device Replacement,0.75,appliance,130,97.5,by_install_type,by_install_type,,RE425,1,no,
RE-025,RE,Refrigeration,Replace Leveling Legs/Wheels - Built-in Refrigeration,1.5,appliance,130,195.0,by_install_type,by_install_type,built-in,RE426,1,no,
RE-026,RE,Refrigeration,Replace Leveling Legs/Wheels - Freestanding Refrigeration,0.5,appliance,130,65.0,by_install_type,by_install_type,freestanding,RE427,1,no,
RE-027,RE,Refrigeration,"Sealed System - COMPRESSOR, FILTER DRIER Replacement",6.0,appliance,130,780.0,by_install_type,by_install_type,sealed-system,RE500,2,no,
RE-028,RE,Refrigeration,"Sealed System - CONDENSER COIL, FILTER DRIER Replacement",5.0,appliance,130,650.0,by_install_type,by_install_type,sealed-system,RE501,1,no,
RE-029,RE,Refrigeration,"Sealed System - EVAPORATOR COIL, FILTER DRIER Replacement",5.0,appliance,130,650.0,by_install_type,by_install_type,sealed-system,RE502,1,no,
RE-030,RE,Refrigeration,Sealed System - FILTER DRIER Replacement,2.5,appliance,130,325.0,by_install_type,by_install_type,sealed-system,RE503,1,no,
RE-031,RE,Refrigeration,Sealed System - HEAT EXCHANGER & FILTER DRIER Replacement,6.0,appliance,130,780.0,by_install_type,by_install_type,sealed-system,RE504,1,no,
RE-032,RE,Refrigeration,Sealed System - REFRIGERANT LEAK REPAIR. Replace filter drier if needed. Includes materials & supplies necessary to repair. System evacuation & charging. Refrigerant not included.,2.0,appliance,130,260.0,by_install_type,by_install_type,sealed-system,RE505,1,no,
RE-033,RE,Refrigeration,"Sealed System 1- Replace COMPRESSOR, EVAPORATOR, & FILTER DRIER",5.5,appliance,130,715.0,by_install_type,by_install_type,sealed-system,RE506,1,no,
